date,dep,incid,incid_evol
2021-07-08,01,18.5705261395377,54.43037974683579
2021-07-08,02,13.116623895067,30.188679245282895
2021-07-08,03,12.3749302023754,5.128205128205225
2021-07-08,04,13.9227709946307,53.3333333333339
2021-07-08,05,24.6903129320805,483.33333333333366
2021-07-08,06,61.2379515951514,160.2362204724408
2021-07-08,07,16.8260038240918,243.75000000000017
2021-07-08,08,21.8430239783679,9.43396226415098
2021-07-08,09,34.7773592829302,165.00000000000043
2021-07-08,10,10.0030009002701,93.7500000000002
2021-07-08,11,35.9533679451577,191.3043478260874
2021-07-08,12,10.4181635292427,70.58823529411765
2021-07-08,13,45.0731861729031,101.53846153846165
2021-07-08,14,44.2546348052579,54.54545454545473
2021-07-08,15,7.00226173053896,400.0000000000007
2021-07-08,16,8.32902521684186,93.33333333333323
2021-07-08,17,14.217716511096,64.28571428571432
2021-07-08,18,10.4586982631813,82.35294117647007
2021-07-08,19,14.9790293588975,33.33333333333244
2021-07-08,21,15.0125918113818,63.26530612244902
2021-07-08,22,20.9666110911695,52.43902439024383
2021-07-08,23,22.3617442160489,1200.0000000000002
2021-07-08,24,15.4263172973092,231.57894736842087
2021-07-08,25,11.4932088112129,26.530612244897767
2021-07-08,26,15.7522667896112,64.00000000000006
2021-07-08,27,23.4731232738514,65.88235294117622
2021-07-08,28,11.8763462769983,41.666666666666515
2021-07-08,29,22.6131041283807,22.7544910179643
2021-07-08,2A,11.0823107849354,79.99999999999916
2021-07-08,2B,24.6902742266457,1399.9999999999998
2021-07-08,30,23.6483056055837,101.13636363636422
2021-07-08,31,57.4616238440756,83.78995433789979
2021-07-08,32,34.7295306251316,266.6666666666673
2021-07-08,33,38.8137917523754,71.35135135135171
2021-07-08,34,50.58900050589,175.462962962963
2021-07-08,35,34.378456906327,63.8766519823786
2021-07-08,36,11.0528279120748,-3.9999999999995866
2021-07-08,37,11.3977997290958,-6.756756756756413
2021-07-08,38,27.4312854205485,57.01357466063324
2021-07-08,39,19.3911940709485,-20.634920634920594
2021-07-08,40,39.0796618274232,-26.146788990825776
2021-07-08,41,18.9119526591121,-13.888888888888582
2021-07-08,42,13.3379187877663,-11.304347826086465
2021-07-08,43,17.1881128774223,69.56521739130348
2021-07-08,44,31.5905860053704,140.21164021163997
2021-07-08,45,20.6475420638756,6.015037593984978
2021-07-08,46,17.9018976011457,158.333333333333
2021-07-08,47,11.8061609997094,2.6315789473681948
2021-07-08,48,9.17599559552211,-12.499999999999778
2021-07-08,49,22.4297415922175,103.33333333333397
2021-07-08,50,10.8015790685778,51.428571428571345
2021-07-08,51,9.22275253049273,-52.7272727272726
2021-07-08,52,11.8168389955687,42.857142857143046
2021-07-08,53,18.9936633209438,5.45454545454529
2021-07-08,54,18.7568969246904,149.0909090909094
2021-07-08,55,8.25804746725684,149.99999999999972
2021-07-08,56,22.8967423097387,30.075187969925032
2021-07-08,57,29.2508876630761,84.75609756097498
2021-07-08,58,5.01012044329546,-44.4444444444444
2021-07-08,59,21.2438219103372,26.436781609195574
2021-07-08,60,22.3009488811347,64.28571428571408
2021-07-08,61,9.75070692625215,-32.50000000000011
2021-07-08,62,11.0822162780549,3.2051282051281187
2021-07-08,63,11.9653459348116,2.597402597402648
2021-07-08,64,58.5506660870151,85.18518518518552
2021-07-08,65,25.1279541877719,26.666666666666682
2021-07-08,66,103.131524008351,605.7142857142896
2021-07-08,67,27.5470661933045,78.28571428571468
2021-07-08,68,17.1644802700195,24.761904761904233
2021-07-08,69,32.675017896635,35.3200883002206
2021-07-08,70,11.5783424959476,22.72727272727292
2021-07-08,71,13.1429072110751,10.769230769230855
2021-07-08,72,14.1014267430881,49.05660377358521
2021-07-08,73,18.9574336258635,15.492957746478847
2021-07-08,74,23.7806386972556,105.20833333333309
2021-07-08,75,82.810781321351,88.65323435843071
2021-07-08,76,25.9690558198021,49.53703703703719
2021-07-08,77,28.0976421161177,27.388535031847113
2021-07-08,78,42.799206143757,73.18435754189947
2021-07-08,79,14.4917034997464,54.28571428571439
2021-07-08,80,39.6651976502758,40.372670807453424
2021-07-08,81,22.170776853709,50.877192982456556
2021-07-08,82,28.9393720156273,68.88888888888906
2021-07-08,83,32.407183219784,167.69230769230745
2021-07-08,84,18.3601694839723,39.189189189188845
2021-07-08,85,25.3224958905834,367.56756756756783
2021-07-08,86,16.2323558864009,-16.470588235294528
2021-07-08,87,9.97912474984762,60.869565217391475
2021-07-08,88,13.6292834890966,88.46153846153891
2021-07-08,89,20.4760069377529,74.35897435897371
2021-07-08,90,9.98965357308502,100
2021-07-08,91,41.6097911097536,72.64150943396218
2021-07-08,92,52.8578563629581,99.29906542056082
2021-07-08,93,47.9597928089051,33.05647840531549
2021-07-08,94,44.5221725397766,58.48101265822779
2021-07-08,95,46.381074599032,44.75000000000009
2021-07-08,971,42.4539441040758,23.076923076923027
2021-07-08,972,209.896055459388,139.80891719745222
2021-07-08,973,190.924383623848,0.3616636528030486
2021-07-08,974,168.728974288309,12.219644238205534
2021-07-08,976,7.87201534327354,37.50000000000004
